date,gpr_value,gpr_diff,gpr_pct_change,method,start_date,end_date,duration_days,identified_event,identification_method,Event_Name,Wiki_Content,Detected_Locations,Wiki_Scraped_Date,Has_Armed_Conflicts
2020-11-03,162.6325225830078,106.00743103027344,187.209288538721,spike,,,,GPR Event 2020-11-03,auto_detected,"2020 Vienna attack , Islamic terrorism in Europe","• 2020 Vienna attack , Islamic terrorism in Europe
   - Through its Amaq News Agency , the Islamic State of Iraq and the Levant claims responsibility for last night's deadly mass shooting in Vienna , Austria . (Reuters)","Austria, Iraq",2020-11-03,True
2021-02-02,192.34263610839844,132.29609298706055,220.32257996888478,spike,,,,GPR Event 2021-02-02,auto_detected,2021 Myanmar coup d'état,"• 2021 Myanmar coup d'état
   - Burmese State Counsellor Aung San Suu Kyi is placed under house arrest in the capital Naypyidaw after the military coup that overthrew her government . ( Financial Times )

• Tigray War
   - Three Ethiopian opposition parties say that at least 52,000 civilians have died in Tigray . (Bloomberg)",Myanmar,2021-02-02,True
2021-04-14,186.30352783203125,91.01048278808592,95.5059026040311,spike,,,,GPR Event 2021-04-14,auto_detected,War in Afghanistan,"• War in Afghanistan
   - Afghan peace process U.S. President Joe Biden formally announces that American troops will leave Afghanistan by September 11 . ( Politico )
   - U.S. President Joe Biden formally announces that American troops will leave Afghanistan by September 11 . ( Politico )

• Somali Civil War
   - Fourteen civilians are killed and four others wounded when the minibus they are travelling in hits a landmine in the outskirts of Mogadishu . A military commander blames al-Shabaab for the attack. (Arab News)",Afghanistan,2021-04-14,True
2021-06-22,170.60433959960938,76.10166168212889,80.5285769241171,spike,,,,GPR Event 2021-06-22,auto_detected,Internal conflict in Myanmar,"• Internal conflict in Myanmar
   - 2021 Myanmar protests Tatmadaw forces backed by armoured vehicles and artillery enter the country's second-largest city Mandalay and clash with the newly formed People's Defence Force rebel group which seized parts of the city. Clashes are ongoing. (MSN)
   - Tatmadaw forces backed by armoured vehicles and artillery enter the country's second-largest city Mandalay and clash with the newly formed People's Defence Force rebel group which seized parts of the city. Clashes are ongoing. (MSN)

• War in Afghanistan
   - Taliban insurgency The Taliban seizes control of Shir Khan Bandar , a town that contains Afghanistan 's main border crossing into Tajikistan . (Al Jazeera)
   - The Taliban seizes control of Shir Khan Bandar , a town that contains Afghanistan 's main border crossing into Tajikistan . (Al Jazeera)","Afghanistan, Myanmar, Tajikistan",2021-06-22,True
2021-08-23,189.9279937744141,121.32452392578128,176.8489614205704,spike,,,,GPR Event 2021-08-23,auto_detected,War In Afghanistan,"• War In Afghanistan
   - 2021 Taliban offensive Panjshir resistance The Taliban claim to have recaptured three districts in Baghlan Province that had been taken by local militias allied with Ahmad Massoud and Amrullah Saleh . Massoud and Saleh have established their resistance in the Panjshir Valley . (Yahoo! News) (Reuters) The brother of deposed president Ashraf Ghani , Hashmat Ghani Ahmadzai , says he accepts that the Taliban won the war but that he ""will not join them"" and also calls for the formation of an inclusive government without Gulbuddin Hekmatyar and former president Hamid Karzai , blaming both men for ""ruining the country"". ( India Today )
   - Panjshir resistance The Taliban claim to have recaptured three districts in Baghlan Province that had been taken by local militias allied with Ahmad Massoud and Amrullah Saleh . Massoud and Saleh have established their resistance in the Panjshir Valley . (Yahoo! News) (Reuters)
   - The Taliban claim to have recaptured three districts in Baghlan Province that had been taken by local militias allied with Ahmad Massoud and Amrullah Saleh . Massoud and Saleh have established their resistance in the Panjshir Valley . (Yahoo! News) (Reuters)
   - The brother of deposed president Ashraf Ghani , Hashmat Ghani Ahmadzai , says he accepts that the Taliban won the war but that he ""will not join them"" and also calls for the formation of an inclusive government without Gulbuddin Hekmatyar and former president Hamid Karzai , blaming both men for ""ruining the country"". ( India Today )
   - Operation Allies Refuge A security guard is killed and three more people are wounded in a gunfight between an unknown gunman and Afghan forces at the north gate of Kabul airport . German and American forces are also involved in the shooting. (Reuters)
   - A security guard is killed and three more people are wounded in a gunfight between an unknown gunman and Afghan forces at the north gate of Kabul airport . German and American forces are also involved in the shooting. (Reuters)

• Syrian civil war
   - 2021 Daraa clashes Syrian Army troops and pro- Iranian militias launch a major ground assault on a rebel-held enclave in the city of Daraa . Rebel forces say that they have repulsed the attack from the western side of the enclave. State media says that the army was preparing to end a ""state of lawlessness and chaos"" and ""reimpose army control"" in the city. (Reuters)
   - Syrian Army troops and pro- Iranian militias launch a major ground assault on a rebel-held enclave in the city of Daraa . Rebel forces say that they have repulsed the attack from the western side of the enclave. State media says that the army was preparing to end a ""state of lawlessness and chaos"" and ""reimpose army control"" in the city. (Reuters)

• Tigray War
   - The U.S. Department of Treasury sanctions the chief of staff of the Eritrean Defense Forces Filipos Woldeyohannes , accusing him of leading his troops to commit multiple war crimes , including rapes, executions, massacres, looting, torture and purposely shooting civilians. The Department also called for the ""immediate withdrawal of Eritrean troops"" from Tigray. (Al Jazeera)","Afghanistan, India, Kabul",2021-08-23,True
2021-10-05,171.9004364013672,106.08782958984375,161.19682038072426,spike,,,,GPR Event 2021-10-05,auto_detected,Insurgency in Jammu and Kashmir,"• Insurgency in Jammu and Kashmir
   - Three civilians are killed by suspected Islamist terrorists at three different locations in Srinagar , Jammu and Kashmir , in a spike of killings targeting civilians in the area. The victims were a Hindu chemist, an Indian street food vendor from Bihar , and a Muslim taxi driver . Two other civilians were killed in Srinagar four days ago by a Lashkar-e-Taiba -linked group. ( The Indian Express )

• Afghanistan conflict
   - A report by Amnesty International says that the Taliban has executed 13 Hazaras , including eleven former members of the government , shortly after the fall of Kabul . The Taliban denies that they were behind the killings. (Al Jazeera)","Afghanistan, Kabul, Kashmir",2021-10-05,True
2021-12-30,147.22523498535156,109.33638763427734,288.5714274207855,spike,,,,GPR Event 2021-12-30,auto_detected,Mali War,"• Mali War
   - Jihadists ambush an army patrol near the town of Nara in Koulikoro Region , Mali , killing four soldiers and injuring more than a dozen others. (Voice of America)",Mali,2021-12-30,True
2022-01-25,291.5824279785156,105.78135681152344,,high_period,2022-01-25,2022-02-02,9.0,GPR Event 2022-01-25,auto_detected,Spillover of the Yemeni Civil War,"• Spillover of the Yemeni Civil War
   - Saudi Arabian–led intervention in Yemen The United Arab Emirates Armed Forces intercepts two ballistic missiles over the Emirati capital Abu Dhabi . The Yemen -based Houthis claim responsibility for the attack. American troops stationed at Al Dhafra Air Base near the capital take shelter in bunkers during the attack. (ABC News)
   - The United Arab Emirates Armed Forces intercepts two ballistic missiles over the Emirati capital Abu Dhabi . The Yemen -based Houthis claim responsibility for the attack. American troops stationed at Al Dhafra Air Base near the capital take shelter in bunkers during the attack. (ABC News)

• Russo-Ukrainian War
   - 2021–2022 Russo-Ukrainian crisis , Ukraine–United Kingdom relations The United Kingdom begins withdrawing staff and their dependants from its embassy in Kyiv , Ukraine , amid fears of a Russian invasion. Around half of all staff are being withdrawn, according to a statement from the Foreign Office . ( The Guardian )
   - The United Kingdom begins withdrawing staff and their dependants from its embassy in Kyiv , Ukraine , amid fears of a Russian invasion. Around half of all staff are being withdrawn, according to a statement from the Foreign Office . ( The Guardian )

• Ethnic violence in South Sudan
   - At least 31 ethnic Dinka people are killed in clashes with suspected Murle armed youth in Jonglei State , South Sudan . (AP)

• 2022 Burkinabé coup d'état
   - Troops detain President Roch Marc Christian Kaboré amid reports of gunfire overnight in the capital Ouagadougou . Access to the internet has reportedly been disrupted nationwide. (BBC News)","Kyiv, Sudan, Ukraine, United Arab Emirates, United Kingdom, Yemen",2022-01-24,True
2022-03-16,473.2239685058594,161.34170532226568,51.73160656054676,spike,,,,GPR Event 2022-03-16,auto_detected,Russo-Ukrainian War,"• Russo-Ukrainian War
   - 2022 Russian invasion of Ukraine Eastern Ukraine offensive Siege of Mariupol Mariupol theatre airstrike The Donetsk Regional Drama Theatre in Mariupol , which is currently being used as an air raid shelter holding up to 1,200 civilians, is largely destroyed by bombing. Ukraine accuses Russia of conducting an airstrike targeting the theatre, while Russian authorities deny responsibility, instead accusing the Azov Battalion of having planned and carried out the bombing. (BBC News) (RadioFreeEurope/RadioLiberty) Northeastern Ukraine offensive Siege of Chernihiv Russian troops reportedly shoot dead ten people queuing for food in Chernihiv . The Russian Defence Ministry denies Russian forces were behind the killings. (Sky News) (Reuters) Southern Ukraine offensive Battle of Melitopol Captured Melitopol mayor Ivan Fedorov is freed in exchange for nine Russian POWs . (Ukrinform) Foreign aid to Ukraine during the Russo-Ukrainian War British Defence Secretary Ben Wallace says that the UK has begun supplying Starstreak anti-aircraft missiles to the Ukrainian military . (Reuters) U.S. President Joe Biden announces a further $800 million in ""security assistance"" to Ukraine, including 800 anti-aircraft systems, and thousands of anti-tank missiles and armed combat drones to counter Russia's invasion. (Reuters) Russian President Vladimir Putin addresses his ministers on the ongoing situation in Ukraine and the Russian economy , saying that Russian ""traitors"" and ""scum"" would be ""spat out like a midge that accidentally flew into their mouths"", and also accuses a so-called "" fifth column "" of attempting to destroy the country from within. (Reuters)
   - Eastern Ukraine offensive Siege of Mariupol Mariupol theatre airstrike The Donetsk Regional Drama Theatre in Mariupol , which is currently being used as an air raid shelter holding up to 1,200 civilians, is largely destroyed by bombing. Ukraine accuses Russia of conducting an airstrike targeting the theatre, while Russian authorities deny responsibility, instead accusing the Azov Battalion of having planned and carried out the bombing. (BBC News) (RadioFreeEurope/RadioLiberty)
   - Siege of Mariupol Mariupol theatre airstrike The Donetsk Regional Drama Theatre in Mariupol , which is currently being used as an air raid shelter holding up to 1,200 civilians, is largely destroyed by bombing. Ukraine accuses Russia of conducting an airstrike targeting the theatre, while Russian authorities deny responsibility, instead accusing the Azov Battalion of having planned and carried out the bombing. (BBC News) (RadioFreeEurope/RadioLiberty)
   - Mariupol theatre airstrike The Donetsk Regional Drama Theatre in Mariupol , which is currently being used as an air raid shelter holding up to 1,200 civilians, is largely destroyed by bombing. Ukraine accuses Russia of conducting an airstrike targeting the theatre, while Russian authorities deny responsibility, instead accusing the Azov Battalion of having planned and carried out the bombing. (BBC News) (RadioFreeEurope/RadioLiberty)
   - The Donetsk Regional Drama Theatre in Mariupol , which is currently being used as an air raid shelter holding up to 1,200 civilians, is largely destroyed by bombing. Ukraine accuses Russia of conducting an airstrike targeting the theatre, while Russian authorities deny responsibility, instead accusing the Azov Battalion of having planned and carried out the bombing. (BBC News) (RadioFreeEurope/RadioLiberty)
   - Northeastern Ukraine offensive Siege of Chernihiv Russian troops reportedly shoot dead ten people queuing for food in Chernihiv . The Russian Defence Ministry denies Russian forces were behind the killings. (Sky News) (Reuters)
   - Siege of Chernihiv Russian troops reportedly shoot dead ten people queuing for food in Chernihiv . The Russian Defence Ministry denies Russian forces were behind the killings. (Sky News) (Reuters)
   - Russian troops reportedly shoot dead ten people queuing for food in Chernihiv . The Russian Defence Ministry denies Russian forces were behind the killings. (Sky News) (Reuters)
   - Southern Ukraine offensive Battle of Melitopol Captured Melitopol mayor Ivan Fedorov is freed in exchange for nine Russian POWs . (Ukrinform)
   - Battle of Melitopol Captured Melitopol mayor Ivan Fedorov is freed in exchange for nine Russian POWs . (Ukrinform)
   - Captured Melitopol mayor Ivan Fedorov is freed in exchange for nine Russian POWs . (Ukrinform)
   - Foreign aid to Ukraine during the Russo-Ukrainian War British Defence Secretary Ben Wallace says that the UK has begun supplying Starstreak anti-aircraft missiles to the Ukrainian military . (Reuters) U.S. President Joe Biden announces a further $800 million in ""security assistance"" to Ukraine, including 800 anti-aircraft systems, and thousands of anti-tank missiles and armed combat drones to counter Russia's invasion. (Reuters)
   - British Defence Secretary Ben Wallace says that the UK has begun supplying Starstreak anti-aircraft missiles to the Ukrainian military . (Reuters)
   - U.S. President Joe Biden announces a further $800 million in ""security assistance"" to Ukraine, including 800 anti-aircraft systems, and thousands of anti-tank missiles and armed combat drones to counter Russia's invasion. (Reuters)
   - Russian President Vladimir Putin addresses his ministers on the ongoing situation in Ukraine and the Russian economy , saying that Russian ""traitors"" and ""scum"" would be ""spat out like a midge that accidentally flew into their mouths"", and also accuses a so-called "" fifth column "" of attempting to destroy the country from within. (Reuters)","Donetsk, Mariupol, Russia, Ukraine",2022-03-16,True
2022-04-22,246.79725646972656,118.53285217285156,92.41289726688377,spike,,,,GPR Event 2022-04-22,auto_detected,Russo-Ukrainian War,"• Russo-Ukrainian War
   - 2022 Russian invasion of Ukraine Southern Ukraine offensive , Russian occupation of Kherson Russian Major general Rustam Minnekayev says that the goal of the military operation is now to seize territory in Southern Ukraine in order to create a land corridor from Crimea to Ukraine's border with Transnistria , a pro-Russian unrecognized breakaway state that is internationally recognized as part of Moldova . (BBC News) ( The Guardian ) 2022 Ukrainian refugee crisis Ukraine says that it will not allow residents to evacuate Mariupol today over concerns that the route is too dangerous. ( Times of Israel ) The mayor of Balakliia in Kharkiv Oblast is charged with treason by Ukrainian authorities for accepting aid from Russian occupation forces. The mayor is believed to have fled to Russia with his family. ( Newsweek )
   - Southern Ukraine offensive , Russian occupation of Kherson Russian Major general Rustam Minnekayev says that the goal of the military operation is now to seize territory in Southern Ukraine in order to create a land corridor from Crimea to Ukraine's border with Transnistria , a pro-Russian unrecognized breakaway state that is internationally recognized as part of Moldova . (BBC News) ( The Guardian )
   - Russian Major general Rustam Minnekayev says that the goal of the military operation is now to seize territory in Southern Ukraine in order to create a land corridor from Crimea to Ukraine's border with Transnistria , a pro-Russian unrecognized breakaway state that is internationally recognized as part of Moldova . (BBC News) ( The Guardian )
   - 2022 Ukrainian refugee crisis Ukraine says that it will not allow residents to evacuate Mariupol today over concerns that the route is too dangerous. ( Times of Israel )
   - Ukraine says that it will not allow residents to evacuate Mariupol today over concerns that the route is too dangerous. ( Times of Israel )
   - The mayor of Balakliia in Kharkiv Oblast is charged with treason by Ukrainian authorities for accepting aid from Russian occupation forces. The mayor is believed to have fled to Russia with his family. ( Newsweek )

• Afghanistan conflict
   - 2022 Kunduz mosque bombing At least 33 people are killed and 43 others are injured by a bombing at a Sufi mosque in Kunduz , Afghanistan . (BBC News)
   - At least 33 people are killed and 43 others are injured by a bombing at a Sufi mosque in Kunduz , Afghanistan . (BBC News)

• Israeli–Palestinian conflict
   - At least 57 Palestinians are injured after Israeli police fire stun grenades and rubber bullets at a crowd of worshipers within the Al-Aqsa mosque compound in East Jerusalem , in response to stones and fireworks being thrown at Jewish worshipers. (Reuters)
   - Two rockets are launched into Israel from the Gaza Strip . One rocket lands in Sha'ar HaNegev and the other falls into the Beit Hanoun area, injuring one person. ( Times of Israel )

• Kashmir conflict
   - A soldier and six rebels are killed in fighting in Jammu and Kashmir , India . Four members of the security forces are injured. (AP)

• Somali Civil War
   - Pescatore Seafood Restaurant bombing Six people are killed and seven others injured by an al-Shabaab suicide bomber at a restaurant on Lido Beach , Mogadishu . (BBC News)
   - Six people are killed and seven others injured by an al-Shabaab suicide bomber at a restaurant on Lido Beach , Mogadishu . (BBC News)

• Kivu conflict , Ituri conflict
   - The East African Community agree to set up a regional military force in eastern Democratic Republic of the Congo in an attempt to end the conflicts there. (Reuters)","Afghanistan, Congo, Crimea, Gaza, Gaza Strip, India, Israel, Jerusalem, Kashmir, Mariupol, Moldova, Russia, Ukraine",2022-04-22,True
2022-05-31,190.30909729003903,74.48505401611325,64.30880144630669,spike,,,,GPR Event 2022-05-31,auto_detected,Russo-Ukrainian War,"• Russo-Ukrainian War
   - 2022 Russian invasion of Ukraine Eastern Ukraine offensive Battle of Sievierodonetsk An airstrike hits a tank filled with nitric acid in Sievierodonetsk , Luhansk Oblast , prompting the region's governor to ask residents to remain inside bomb shelters due to the risk of exposure to toxic fumes. (Reuters) Ukraine says that Russian forces have taken control of most of Sievierodonetsk after launching a full-scale assault on the city. Luhansk governor Serhiy Haidai says that 60% of structures in the city have been destroyed in the fighting. (Reuters) A Russian missile hits an apartment in Sloviansk , Donetsk Oblast , killing three people and injuring six others. (AP)
   - Eastern Ukraine offensive Battle of Sievierodonetsk An airstrike hits a tank filled with nitric acid in Sievierodonetsk , Luhansk Oblast , prompting the region's governor to ask residents to remain inside bomb shelters due to the risk of exposure to toxic fumes. (Reuters) Ukraine says that Russian forces have taken control of most of Sievierodonetsk after launching a full-scale assault on the city. Luhansk governor Serhiy Haidai says that 60% of structures in the city have been destroyed in the fighting. (Reuters) A Russian missile hits an apartment in Sloviansk , Donetsk Oblast , killing three people and injuring six others. (AP)
   - Battle of Sievierodonetsk An airstrike hits a tank filled with nitric acid in Sievierodonetsk , Luhansk Oblast , prompting the region's governor to ask residents to remain inside bomb shelters due to the risk of exposure to toxic fumes. (Reuters) Ukraine says that Russian forces have taken control of most of Sievierodonetsk after launching a full-scale assault on the city. Luhansk governor Serhiy Haidai says that 60% of structures in the city have been destroyed in the fighting. (Reuters)
   - An airstrike hits a tank filled with nitric acid in Sievierodonetsk , Luhansk Oblast , prompting the region's governor to ask residents to remain inside bomb shelters due to the risk of exposure to toxic fumes. (Reuters)
   - Ukraine says that Russian forces have taken control of most of Sievierodonetsk after launching a full-scale assault on the city. Luhansk governor Serhiy Haidai says that 60% of structures in the city have been destroyed in the fighting. (Reuters)
   - A Russian missile hits an apartment in Sloviansk , Donetsk Oblast , killing three people and injuring six others. (AP)

• Internal conflict in Myanmar
   - A bombing kills one person and injures nine others near the Sule Pagoda in Yangon , Myanmar . State media accuses the People's Defence Force of responsibility, which the PDF denies. (AP)
   - Seven people are injured after military forces shell a monastery in Natmyaung , Sagaing Region . (Radio Free Asia)

• Tigray War
   - The United Nations says that the Eritrean Defence Forces shelled the Ethiopian border town of Sheraro over the weekend, killing a 14-year-old girl and injuring 18 others. (Reuters)","Donetsk, Myanmar, Ukraine",2022-05-31,True
2022-09-01,187.7121734619141,89.96427917480472,92.0370508550882,spike,,,,GPR Event 2022-09-01,auto_detected,Syrian civil war,"• Syrian civil war
   - Iran–Israel conflict during the Syrian civil war Israeli Air Force jets fire four missiles at Aleppo International Airport , hitting the runway and several warehouses allegedly containing Iranian rockets, according to the Syrian Observatory for Human Rights . No casualties have been reported. (ABC News)
   - Israeli Air Force jets fire four missiles at Aleppo International Airport , hitting the runway and several warehouses allegedly containing Iranian rockets, according to the Syrian Observatory for Human Rights . No casualties have been reported. (ABC News)

• Iraqi political crisis
   - 2022 Baghdad clashes Four people are killed during clashes between rival Shia Muslim fighters in Basra , Iraq , three days after 30 supporters of Shia cleric Muqtada al-Sadr were killed during clashes in Baghdad . (Al Jazeera)
   - Four people are killed during clashes between rival Shia Muslim fighters in Basra , Iraq , three days after 30 supporters of Shia cleric Muqtada al-Sadr were killed during clashes in Baghdad . (Al Jazeera)

• Israeli–Palestinian conflict
   - Two Palestinian men are killed in clashes with Israeli soldiers in the occupied West Bank . One of the men was killed by Palestinian gunfire, according to the Palestinian Health Ministry. ( Haaretz )

• Cross-Strait relations
   - Taiwanese forces shoot down an unidentified civilian drone which entered its airspace near the Shi Islet in the Taiwan Strait . Taiwan's Ministry of National Defense says that the drone ignored several warning shots before being shot down. (Reuters)

• Tigray War
   - The Tigray People's Liberation Front claims that Eritrea and Ethiopia have launched a joint offensive in the Tigray Region . (Reuters)","Aleppo, Baghdad, Ethiopia, Iran, Iraq, Israel, Taiwan, West Bank",2022-09-01,True
2022-11-08,225.7375640869141,86.01591491699222,61.56233871272472,spike,,,,GPR Event 2022-11-08,auto_detected,Syrian civil war,"• Syrian civil war
   - Iranian involvement in the Syrian civil war Unidentified warplanes launch airstrikes against Iranian -backed militias on the Iraq–Syria border , including near the Al-Qa'im border crossing , reportedly killing at least 25 people. Fuel tankers carrying Iranian gasoline to Lebanon are also hit. A senior U.S. official confirms that the strikes were conducted by an ""unidentified party"" in the area. ( The Jerusalem Post )
   - Unidentified warplanes launch airstrikes against Iranian -backed militias on the Iraq–Syria border , including near the Al-Qa'im border crossing , reportedly killing at least 25 people. Fuel tankers carrying Iranian gasoline to Lebanon are also hit. A senior U.S. official confirms that the strikes were conducted by an ""unidentified party"" in the area. ( The Jerusalem Post )

• M23 offensive
   - DRC Air Force Sukhoi Su-25 jets bomb areas held by M23 rebels in North Kivu , including the recently captured town of Bunagana . At least one of the jets violated Rwandan airspace, although Kinshasa says that the incident was a mistake and was not intentional. (France 24)

• Insurgency in Southeastern Nigeria
   - Four people are killed and twelve others are injured by a bombing in Anambra State , Nigeria . (Reuters)","France, Iraq, Jerusalem, Lebanon, Nigeria, Syria",2022-11-08,True
2022-12-27,146.81739807128906,82.11881256103516,126.92520541738949,spike,,,,GPR Event 2022-12-27,auto_detected,Russo-Ukrainian War,"• Russo-Ukrainian War
   - 2022 Russian invasion of Ukraine Battle of the Svatove-Kreminna line Ukrainian forces claim that they are closing in on the city of Kreminna in Luhansk Oblast . According to governor Serhiy Haidai , Russian fighters in some parts of the city were forced to retreat to neighboring Rubizhne . ( The Guardian )
   - Battle of the Svatove-Kreminna line Ukrainian forces claim that they are closing in on the city of Kreminna in Luhansk Oblast . According to governor Serhiy Haidai , Russian fighters in some parts of the city were forced to retreat to neighboring Rubizhne . ( The Guardian )
   - Ukrainian forces claim that they are closing in on the city of Kreminna in Luhansk Oblast . According to governor Serhiy Haidai , Russian fighters in some parts of the city were forced to retreat to neighboring Rubizhne . ( The Guardian )",Ukraine,2022-12-27,True
2023-06-26,169.5130615234375,123.1023063659668,265.2452129862643,spike,,,,GPR Event 2023-06-26,auto_detected,Russian invasion of Ukraine,"• Russian invasion of Ukraine
   - Military aid to Ukraine during the Russo-Ukrainian War Australian Prime Minister Anthony Albanese announces a AU$ 110 million military aid package to Ukraine . ( The Guardian )
   - Australian Prime Minister Anthony Albanese announces a AU$ 110 million military aid package to Ukraine . ( The Guardian )
   - Ukrainian forces recapture the uninhabited village of Rivnopil in Donetsk Oblast , according to Deputy Defence Minister Hanna Maliar , the ninth in the past month. (Reuters)

• 2023 Sudan conflict
   - Battle of Khartoum The Rapid Support Forces take control of the main police base in Khartoum , seizing a large amount of military equipment and ammunition , including 160 pickup trucks , 75 armoured personnel carriers , and 27 tanks. ( The Guardian )
   - The Rapid Support Forces take control of the main police base in Khartoum , seizing a large amount of military equipment and ammunition , including 160 pickup trucks , 75 armoured personnel carriers , and 27 tanks. ( The Guardian )
   - The Sudan People's Liberation Movement–North attacks the town of Kurmuk in Blue Nile , Sudan , prompting hundreds of civilians to flee across the border to Ethiopia . (Reuters)","Donetsk, Ethiopia, Sudan, Ukraine",2023-06-26,True
2023-10-06,161.30764770507812,107.00326156616211,197.0434971724699,spike,,,,GPR Event 2023-10-06,auto_detected,Syrian civil war,"• Syrian civil war
   - Turkish involvement in the Syrian civil war October 2023 Northern Syria clashes Two Turkish soldiers are killed when the Syrian Army fires on their positions with artillery in northern Syria . (SOHR)
   - October 2023 Northern Syria clashes Two Turkish soldiers are killed when the Syrian Army fires on their positions with artillery in northern Syria . (SOHR)
   - Two Turkish soldiers are killed when the Syrian Army fires on their positions with artillery in northern Syria . (SOHR)

• Israeli–Palestinian conflict
   - A 19-year-old Palestinian man is shot and killed by Israeli settlers attacking the city of Huwara , Palestine . (Al Jazeera)","Palestine, Syria",2023-10-06,True
2023-10-27,251.86463928222656,83.42900085449219,,high_period,2023-10-09,2023-11-02,25.0,GPR Event 2023-10-27,auto_detected,Israel–Hamas war,"• Israel–Hamas war
   - 2023 Israeli invasion of the Gaza Strip The Israel Defense Forces enter the Gaza Strip from multiple directions with infantry and tanks. Heavy clashes were reported. ( New York Magazine ) Israeli troops advance on the city of Beit Hanoun . ( The Atlas News )
   - The Israel Defense Forces enter the Gaza Strip from multiple directions with infantry and tanks. Heavy clashes were reported. ( New York Magazine )
   - Israeli troops advance on the city of Beit Hanoun . ( The Atlas News )
   - At least 33 Palestinians are killed and several are injured, following Israeli airstrikes on at least three residential neighbourhoods in Gaza City . (Al Jazeera)
   - At least 10 Palestinians are killed, including journalist Yasser Abu Namous and his mother, in a series of airstrikes carried out by Israeli forces in southern Gaza. (Al Jazeera)
   - Several people are killed or injured in an Israeli airstrike on the Al-Shati refugee camp which destroyed residential buildings and a nearby mosque . (The Business Standard)
   - The Palestinian Red Crescent says that its medics were shot at by Israeli forces as they treated an injured person in Tubas in the West Bank . (The Business Standard)
   - Six people are injured after a missile hits a building in Taba , Egypt . Israel says that the missile was launched from Yemen . (The Times of Israel)
   - Four people are killed in a pre-dawn raid by Israeli forces in the West Bank. At least 19 people have been arrested. (Al Jazeera)
   - Hamas reports that Israel has disrupted most communication and internet services in the Gaza Strip. (AFP via Onmanorama )

• Myanmar civil war
   - Various rebel groups across Myanmar , including the Myanmar National Democratic Alliance Army , the Ta'ang National Liberation Army , the Arakan Army , and local defense groups, launch an offensive in northern Shan State and capture several towns and junta outposts. (The Irrawaddy)

• Russian invasion of Ukraine
   - Crimea attacks Pro- Russian official Oleg Tsaryov is critically injured in an assassination attempt by unknown assailants in Crimea and is reported to be in intensive care . (Reuters)
   - Pro- Russian official Oleg Tsaryov is critically injured in an assassination attempt by unknown assailants in Crimea and is reported to be in intensive care . (Reuters)

• Syrian civil war
   - American intervention in the Syrian civil war The U.S. military says that it has conducted airstrikes on Iran -backed targets in Syria linked to the Islamic Revolutionary Guard Corps . (AP)
   - The U.S. military says that it has conducted airstrikes on Iran -backed targets in Syria linked to the Islamic Revolutionary Guard Corps . (AP)","Crimea, Egypt, Gaza, Gaza Strip, Iran, Israel, Myanmar, Syria, Ukraine, West Bank, Yemen",2023-10-27,True
